record_id,db_source,author,year,title,doi,reviewer1,reviewer2,reviewer3,exclusion_reason
988,Scopus,Chatzispyrellis S.,2025,Polyphenol Intake and Risk of Dementia and Cognitive Decline in Older Adults: Principal Component Analysis Approach,10.1016/j.tjnut.2025.05.047,exclude,exclude,exclude,Other reason not meeting eligibility criteria
989,Scopus,Bahena-Román M.,2022,Low abundance of Akkermansia muciniphila and low consumption of polyphenols associated with metabolic disorders in child population,10.1016/j.hnm.2022.200167,exclude,exclude,exclude,Observational design
990,Scopus,Trebesova H.,2023,Anxiety and Metabolic Disorders: The Role of Botanicals,10.3390/cimb45020068,exclude,exclude,exclude,Review or non-original article
991,Scopus,Avendano E.E.,2026,Dietary intakes of anthocyanins and cardiometabolic health: a systematic review and meta-analysis of randomized trials and prospective cohort studies in healthy participants,10.1016/j.ajcnut.2026.101304,include,include,include,
992,Scopus,Teparak C.,2025,Diabetes Therapeutics of Prebiotic Soluble Dietary Fibre and Antioxidant Anthocyanin Supplement in Patients with Type 2 Diabetes: Randomised Placebo-Controlled Clinical Trial,10.3390/nu17071098,include,include,include,
993,Scopus,Eshraghi R.,2024,Circular RNAs: a small piece in the heart failure puzzle,10.1007/s10142-024-01386-z,exclude,exclude,exclude,Review or non-original article
994,Scopus,Grijalva-Guiza R.E.,2023,Analysis of Beneficial Effects of Flavonoids in Patients with Atherosclerosis Risk on Blood Pressure or Cholesterol during Random Controlled Trials: A Systematic Review and Meta-Analysis,10.3390/scipharm91040055,exclude,exclude,exclude,Other reason not meeting eligibility criteria
995,Scopus,Yadav R.K.,2025,"LC-MS analysis and antioxidant, antibacterial, and antidiabetic activity of Jumli Marshi rice from Nepal: An in vitro and in silico investigation to validate their potential as a functional food",10.1371/journal.pone.0319338,exclude,exclude,exclude,Animal or in vitro study
996,Scopus,Tang S.,2024,"Armeniacae semen amarum: a review on its botany, phytochemistry, pharmacology, clinical application, toxicology and pharmacokinetics",10.3389/fphar.2024.1290888,exclude,exclude,exclude,Review or non-original article
997,Scopus,Parmenter B.H.,2023,Higher Habitual Dietary Intakes of Flavanols and Anthocyanins Differentially Associate with Lower Incidence of Ischemic Stroke Subtypes—A Follow-Up Analysis,10.1016/j.tjnut.2023.09.011,include,include,include,
998,Scopus,Zhang X.,2025,The inverse relationship between dietary anthocyanidins consumption and frailty: Findings from the National Health and Nutrition Examination Survey,10.1371/journal.pone.0328489,exclude,exclude,exclude,Other reason not meeting eligibility criteria
999,Scopus,Subramaniyan V.,2025,Role of pancreatic lipase inhibition in obesity treatment: mechanisms and challenges towards current insights and future directions: Physiology and Biochemistry,10.1038/s41366-025-01729-1,exclude,exclude,exclude,Review or non-original article
1000,Scopus,Ahmad P.,2024,Targeting SARS-CoV-2 main protease (Mpro) and human ACE-2: A virtual screening of carotenoids and polyphenols from tomato (Solanum lycopersicum L.) to combat Covid-19,10.1016/j.ipha.2023.10.008,exclude,exclude,exclude,Animal or in vitro study
1001,Scopus,Lai C.,2026,A Comprehensive Review on the Pharmacological Activities and Biosynthetic Strategies of Protocatechuic Acid,10.3390/life16071206,exclude,exclude,exclude,Review or non-original article
1002,Scopus,Hou Y.,2025,"Association between dietary intake of flavonoids and perimenopausal depression, and the mediating role of high-density lipoprotein cholesterol: Evidence from NHANES 2005-2018",10.1016/j.jad.2025.03.137,exclude,exclude,exclude,Other reason not meeting eligibility criteria
1003,Scopus,Gao V.,2026,Diet Quality Attenuates the Association Between Flavonoid Intake and Hepatic Steatosis Risk in the Framingham Heart Study,10.1017/s0007114526106825,exclude,exclude,exclude,Other reason not meeting eligibility criteria
1004,Scopus,Majhi S.,2023,"A Review on Autism Spectrum Disorder: Pathogenesis, Biomarkers, Pharmacological and Non-Pharmacological Interventions",10.2174/1871527321666220428134802,exclude,exclude,exclude,Review or non-original article
1005,Scopus,Vaneková Z.,2022,Bilberries: Curative and Miraculous – A Review on Bioactive Constituents and Clinical Research,10.3389/fphar.2022.909914,exclude,exclude,exclude,Review or non-original article
1006,Scopus,Borna F.,2025,Evaluation of the efficiency of osmotic methods and the use of pretreatment in the extraction of active and antioxidant compounds from hibiscus tea and comparison with other methods,10.22034/fsct.22.161.244,exclude,exclude,exclude,Review or non-original article
1007,Scopus,Bayes J.,2023,The effect of polyphenols in post stroke adults: A systematic review of randomised controlled trials,10.1016/j.clnesp.2023.01.013,exclude,exclude,exclude,Other reason not meeting eligibility criteria
1008,Scopus,Dhakar S.,2023,Exploring the Therapeutic Potential of Allium sativum: Recent Advances and Applications,10.25258/ijpqa.14.4.70,exclude,exclude,exclude,Review or non-original article
1009,Scopus,Chen Y.,2022,Rhodiola rosea: A Therapeutic Candidate on Cardiovascular Diseases,10.1155/2022/1348795,exclude,exclude,exclude,Review or non-original article
1010,Scopus,Abazari M.,2024,The Role of the most Important Fruits in the Prevention and Treatment of Cardiovascular Diseases in Persian Traditional Medicine,10.2174/2215083810666230602163727,exclude,exclude,exclude,Review or non-original article
1011,Scopus,Zhang J.-J.,2024,Therapeutic potential of natural flavonoids in pulmonary arterial hypertension: A review,10.1016/j.phymed.2024.155535,exclude,exclude,exclude,Review or non-original article
1012,Scopus,Anushya S.,2022,"Pharmacological, phytochemical screening and evaluation of in vitro anticancer potential of traditional medicinal plant Morinda umbellata L. leaf extracts on human breast carcinoma MCF – 7 cell line",10.25303/1712rjbt1110117,exclude,exclude,exclude,Animal or in vitro study
1013,Scopus,Sumaira S.,2024,Plant bioactive compounds driven microRNAs (miRNAs): A potential source and novel strategy targeting gene and cancer therapeutics,10.1016/j.ncrna.2024.06.003,exclude,exclude,exclude,Review or non-original article
1014,Scopus,Nosal B.M.,2024,Blackcurrant Anthocyanins Attenuate Estrogen -Deficiency-Induced Bone Loss through Modulating Microbial-Derived Short-Chain Carboxylic Acids and Phytoestrogen Metabolites in Peri- and Early Postmenopausal Women,10.3390/metabo14100541,exclude,exclude,exclude,Other reason not meeting eligibility criteria
1015,Scopus,Amos A.,2022,Mechanisms of Action of Nutritionally Rich Hibiscus sabdariffa's Therapeutic Uses in Major Common Chronic Diseases: A Literature Review,10.1080/07315724.2020.1848662,exclude,exclude,exclude,Review or non-original article
1016,Scopus,Ahammed G.J.,2022,Hormonal regulation of health-promoting compounds in tea (Camellia sinensis L.),10.1016/j.plaphy.2022.06.021,exclude,exclude,exclude,Review or non-original article
1017,Scopus,Krupa-Nurcek S.,2025,Impact of Nutritional Status on Survival and Development of Hodgkin’s Lymphoma: A Scoping Review,10.3390/nu17233777,exclude,exclude,exclude,Review or non-original article
1018,Scopus,Pérez-García A.,2022,Posttranscriptional Regulation of Insulin Resistance Implications for Metabolic Diseases,10.3390/biom12020208,exclude,exclude,exclude,Review or non-original article
1019,Scopus,Omer M.,2026,Therapeutic Potentials of Phytochemicals in the Treatment of Ulcerative Colitis: Results from Animal Model Interventional Studies,10.1080/27697061.2025.2532078,exclude,exclude,exclude,Review or non-original article
1020,Scopus,Martini D.,2023,"Blueberries and their bioactives in the modulation of oxidative stress, inflammation and cardio/vascular function markers: a systematic review of human intervention studies",10.1016/j.jnutbio.2022.109154,include,include,include,
1021,Scopus,Kacholi D.S.,2026,Ethnomedicinal Practices of the Fabaceae Family in Tanzania: A Systematic Review,10.1155/tswj/6918847,exclude,exclude,exclude,Review or non-original article
1022,Scopus,Wang L.,2024,The Association Between Inflammatory Dietary Pattern and Risk of Cognitive Impairment Among Older Adults with Chronic Diseases and Its Multimorbidity: A Cross-Sectional Study,10.2147/cia.s474907,exclude,exclude,exclude,Other reason not meeting eligibility criteria
1023,Scopus,Rakha A.,2022,Anti-inflammatory and anti-allergic potential of dietary flavonoids: A review,10.1016/j.biopha.2022.113945,exclude,exclude,exclude,Review or non-original article
1024,Scopus,Maity S.,2022,Dietary polyphenols for management of rheumatoid arthritis: Pharmacotherapy and novel delivery systems,10.1002/ptr.7444,exclude,exclude,exclude,Review or non-original article
1025,Scopus,Lino D.L.,2022,Positive effects of thermosonication in Jamun fruit dairy dessert processing,10.1016/j.ultsonch.2022.106040,exclude,exclude,exclude,Review or non-original article
1026,Scopus,Singh A.,2022,Multiple Cancer Combating by Natural Bioactives: A Review,10.2174/1573394718666220820114240,exclude,exclude,exclude,Review or non-original article
1027,Scopus,Gorjian H.,2023,Myrtle: a versatile medicinal plant,10.1186/s41110-023-00194-y,exclude,exclude,exclude,Review or non-original article
1028,Scopus,Moldovan D.,2024,Food to Prevent Vascular Calcification in Chronic Kidney Disease,10.3390/nu16050617,exclude,exclude,exclude,Review or non-original article
1029,Scopus,Matrisciano F.,2023,Functional Nutrition as Integrated Intervention for In-and Outpatient with Schizophrenia,10.2174/1570159x21666230322160259,exclude,exclude,exclude,Review or non-original article
1030,Scopus,Wang Y.,2023,Dietary Inflammatory Index and Cardiometabolic Risk in Ecuadorian School-Age Children,10.1080/27697061.2022.2113177,exclude,exclude,exclude,Other reason not meeting eligibility criteria
1031,Scopus,Yan Z.,2025,"Recent Advances on the Chemical Composition, Pharmacological Properties, and Product Development of Morus alba",10.1002/pca.3544,exclude,exclude,exclude,Review or non-original article
1032,Scopus,Sudheer S.,2022,Shaping the gut microbiota by bioactive phytochemicals: An emerging approach for the prevention and treatment of human diseases,10.1016/j.biochi.2021.10.010,exclude,exclude,exclude,Review or non-original article
1033,Scopus,Ghodrat S.,2025,Association between flavonoid intake and arterial stiffness: PERSIAN cohort study,10.22038/ajp.2025.25958,include,include,include,
1034,Scopus,Osakabe N.,2024,Sensory Nutrition and Bitterness and Astringency of Polyphenols,10.3390/biom14020234,exclude,exclude,exclude,Review or non-original article
1035,Scopus,Manzoor A.,2023,"Rice bran: Nutritional, phytochemical, and pharmacological profile and its contribution to human health promotion",10.1016/j.focha.2023.100296,exclude,exclude,exclude,Review or non-original article
1036,Scopus,Ulug E.,2023,A New Approach to Polycystic Ovary Syndrome and Related Cardio-metabolic Risk Factors: Dietary Polyphenols,10.1007/s13668-023-00488-7,exclude,exclude,exclude,Review or non-original article
1037,Scopus,Ayyanna C.,2024,An Overview of Pharmacological Activities and Beneficial Effects of 3-Hydroxyflavone,10.1002/masy.202300078,exclude,exclude,exclude,Review or non-original article
1038,Scopus,de Luna Freire M.O.,2024,Limosilactobacillus fermentum Strains as Novel Probiotic Candidates to Promote Host Health Benefits and Development of Biotherapeutics: A Comprehensive Review,10.1007/s12602-024-10235-1,exclude,exclude,exclude,Review or non-original article
1039,Scopus,Minné D.,2023,"The effects of tea polyphenols on emotional homeostasis: Understanding dementia risk through stress, mood, attention & sleep",10.1016/j.clnesp.2023.06.008,exclude,exclude,exclude,Review or non-original article
1040,Scopus,Ding M.,2026,Natural products in treatment and management of sepsis-induced coagulopathy: Pharmacological basis and mechanisms,10.1016/j.phymed.2025.157754,exclude,exclude,exclude,Review or non-original article
1041,Scopus,Khan A.,2025,The Gut Health Revolution: Herbs and Dietary Phytochemicals in Balancing Gut Microbiota for Optimal Human Health,10.2174/0113892010313921240923125946,exclude,exclude,exclude,Review or non-original article
1042,Scopus,Harahap U.,2024,Current insights and future perspectives of flavonoids: A promising antihypertensive approach,10.1002/ptr.8199,exclude,exclude,exclude,Review or non-original article
1043,Scopus,Jennings A.,2021,Increased habitual flavonoid intake predicts attenuation of cognitive ageing in twins,10.1186/s12916-021-02057-7,exclude,exclude,exclude,Other reason not meeting eligibility criteria
1044,Scopus,Patel K.,2022,The Potential Therapeutic Properties of Prunetin against Human Health Complications: A Review of Medicinal Importance and Pharmacological Activities,10.2174/2949681015666220912104743,exclude,exclude,exclude,Review or non-original article
1045,Scopus,Toderescu C.D.,2026,Dietary Polyphenols as Modulators of Bifidobacterium in the Human Gut Microbiota,10.3390/nu18050782,exclude,exclude,exclude,Review or non-original article
1046,Scopus,Quek Y.Y.,2024,"Effectiveness of anthocyanin-rich foods on bone remodeling biomarkers of middle-aged and older adults at risk of osteoporosis: a systematic review, meta-analysis, and meta-regression",10.1093/nutrit/nuad121,exclude,exclude,exclude,Other reason not meeting eligibility criteria
1047,Scopus,Attique S.,2024,Evaluation of Antimicrobial and Antioxidant Potential of Oxalis corymbosa Extracts,10.1002/cbdv.202400883,exclude,exclude,exclude,Animal or in vitro study
1048,Scopus,Kocsis A.E.,2025,Much More than Nutrients: The Protective Effects of Nutraceuticals on the Blood–Brain Barrier in Diseases,10.3390/nu17050766,exclude,exclude,exclude,Review or non-original article
1049,Scopus,Batista A.G.,2025,"Jaboticaba peel intake improved cognitive performance, inflammatory response, and appetite regulation in healthy adults: a randomized clinical crossover trial",10.1016/j.foodres.2025.117390,include,include,include,
1050,Scopus,Amtaghri S.,2024,Moroccan Antihypertensive Plants and their Mechanisms of Action,10.2174/0118715303272284231126145853,exclude,exclude,exclude,Review or non-original article
